"","bacteria_name","Gene.ID","EC.","HMMER","dbCAN_sub","DIAMOND","Signalp","Hits_number","AnotacionGH"
"599","Bal_AD011","AJFMGC_00215","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"600","Bal_AD011","AJFMGC_00240","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"601","Bal_AD011","AJFMGC_00245","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"602","Bal_AD011","AJFMGC_00300","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"603","Bal_AD011","AJFMGC_00665","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"604","Bal_AD011","AJFMGC_00735","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"605","Bal_AD011","AJFMGC_01335","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"606","Bal_AD011","AJFMGC_01855","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"607","Bal_AD011","AJFMGC_01870","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"608","Bal_AD011","AJFMGC_02390","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"609","Bal_AD011","AJFMGC_02430","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"610","Bal_AD011","AJFMGC_02570","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"611","Bal_AD011","AJFMGC_03290","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"612","Bal_AD011","AJFMGC_03455","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"613","Bal_AD011","AJFMGC_03485","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"614","Bal_AD011","AJFMGC_03770","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"615","Bal_AD011","AJFMGC_04355","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"616","Bal_AD011","AJFMGC_04590","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"617","Bal_AD011","AJFMGC_04595","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"618","Bal_AD011","AJFMGC_04690","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"619","Bal_AD011","AJFMGC_04755","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"620","Bal_AD011","AJFMGC_04810","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"621","Bal_AD011","AJFMGC_04830","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"622","Bal_AD011","AJFMGC_04835","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"623","Bal_AD011","AJFMGC_04870","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"624","Bal_AD011","AJFMGC_05425","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"625","Bal_AD011","AJFMGC_05565","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"626","Bal_AD011","AJFMGC_05580","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"627","Bal_AD011","AJFMGC_07600","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"628","Bal_AD011","AJFMGC_07605","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"629","Bal_AD011","AJFMGC_07745","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"630","Bal_AD011","AJFMGC_07875","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"631","Bal_AD011","AJFMGC_07970","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"632","Bal_AD011","AJFMGC_08015","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"633","Bal_AD011","AJFMGC_08035","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"634","Bal_AD011","AJFMGC_08075","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"635","Bal_AD011","AJFMGC_03040","-","-","GH23_e487","GH23","N",2,"GH23"
"636","Bal_AD011","AJFMGC_03305","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"637","Bal_AD011","AJFMGC_08050","-","-","GH36_e44","GH36","N",2,"GH36"
"638","Bal_AD011","AJFMGC_08145","-","-","GH23_e314","GH0","N",2,"GH0"
"639","Bal_ATCC_27536","MKCPMK_00040","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"640","Bal_ATCC_27536","MKCPMK_00045","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"641","Bal_ATCC_27536","MKCPMK_00140","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"642","Bal_ATCC_27536","MKCPMK_00205","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"643","Bal_ATCC_27536","MKCPMK_00260","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"644","Bal_ATCC_27536","MKCPMK_00280","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"645","Bal_ATCC_27536","MKCPMK_00285","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"646","Bal_ATCC_27536","MKCPMK_00335","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"647","Bal_ATCC_27536","MKCPMK_00690","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"648","Bal_ATCC_27536","MKCPMK_00730","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"649","Bal_ATCC_27536","MKCPMK_00750","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"650","Bal_ATCC_27536","MKCPMK_01085","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"651","Bal_ATCC_27536","MKCPMK_01150","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"652","Bal_ATCC_27536","MKCPMK_01615","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"653","Bal_ATCC_27536","MKCPMK_01670","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"654","Bal_ATCC_27536","MKCPMK_01675","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"655","Bal_ATCC_27536","MKCPMK_02210","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"656","Bal_ATCC_27536","MKCPMK_02365","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"657","Bal_ATCC_27536","MKCPMK_02460","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"658","Bal_ATCC_27536","MKCPMK_02585","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"659","Bal_ATCC_27536","MKCPMK_02720","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"660","Bal_ATCC_27536","MKCPMK_02725","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"661","Bal_ATCC_27536","MKCPMK_04575","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"662","Bal_ATCC_27536","MKCPMK_04590","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"663","Bal_ATCC_27536","MKCPMK_05105","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"664","Bal_ATCC_27536","MKCPMK_05140","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"665","Bal_ATCC_27536","MKCPMK_05280","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"666","Bal_ATCC_27536","MKCPMK_05305","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"667","Bal_ATCC_27536","MKCPMK_05320","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"668","Bal_ATCC_27536","MKCPMK_06115","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"669","Bal_ATCC_27536","MKCPMK_06345","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"670","Bal_ATCC_27536","MKCPMK_06375","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"671","Bal_ATCC_27536","MKCPMK_06540","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"672","Bal_ATCC_27536","MKCPMK_07825","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"673","Bal_ATCC_27536","MKCPMK_07960","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"674","Bal_ATCC_27536","MKCPMK_00620","-","-","GH23_e314","GH0","N",2,"GH0"
"675","Bal_ATCC_27536","MKCPMK_00715","-","-","GH36_e44","GH36","N",2,"GH36"
"676","Bal_ATCC_27536","MKCPMK_06525","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"677","Bal_ATCC_27536","MKCPMK_06770","-","-","GH23_e487","GH23","N",2,"GH23"
"678","Bal_ATCC_27673","IBJLLB_00070","3.2.1.185:2","GH127(4-575)","GH127_e0","GH127","N",3,"GH127"
"679","Bal_ATCC_27673","IBJLLB_00090","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"680","Bal_ATCC_27673","IBJLLB_00135","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"681","Bal_ATCC_27673","IBJLLB_00550","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"682","Bal_ATCC_27673","IBJLLB_00970","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"683","Bal_ATCC_27673","IBJLLB_01055","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"684","Bal_ATCC_27673","IBJLLB_01085","-","GH2(8-789)","GH2_e79","GH2","N",3,"GH2"
"685","Bal_ATCC_27673","IBJLLB_01770","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"686","Bal_ATCC_27673","IBJLLB_02740","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"687","Bal_ATCC_27673","IBJLLB_02745","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"688","Bal_ATCC_27673","IBJLLB_02850","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"689","Bal_ATCC_27673","IBJLLB_02975","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"690","Bal_ATCC_27673","IBJLLB_03070","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"691","Bal_ATCC_27673","IBJLLB_03220","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"692","Bal_ATCC_27673","IBJLLB_03915","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"693","Bal_ATCC_27673","IBJLLB_03930","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"694","Bal_ATCC_27673","IBJLLB_03955","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"695","Bal_ATCC_27673","IBJLLB_04095","3.2.1.23:18","GH42(28-399)","GH42_e28","GH42","N",3,"GH42"
"696","Bal_ATCC_27673","IBJLLB_04125","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"697","Bal_ATCC_27673","IBJLLB_04645","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"698","Bal_ATCC_27673","IBJLLB_04660","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"699","Bal_ATCC_27673","IBJLLB_05550","-","GH25(90-275)","GH25_e6","GH25","N",3,"GH25"
"700","Bal_ATCC_27673","IBJLLB_05635","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"701","Bal_ATCC_27673","IBJLLB_05755","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"702","Bal_ATCC_27673","IBJLLB_06905","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"703","Bal_ATCC_27673","IBJLLB_06960","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"704","Bal_ATCC_27673","IBJLLB_06980","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"705","Bal_ATCC_27673","IBJLLB_06985","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"706","Bal_ATCC_27673","IBJLLB_07015","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"707","Bal_ATCC_27673","IBJLLB_07120","-","GH5_2(2-220)","GH5_e174","GH5_2","N",3,"GH5"
"708","Bal_ATCC_27673","IBJLLB_07895","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"709","Bal_ATCC_27673","IBJLLB_07925","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"710","Bal_ATCC_27673","IBJLLB_08040","-","GH30(35-483)","GH30_e52","GH30_3","N",3,"GH30"
"711","Bal_ATCC_27673","IBJLLB_08150","3.2.1.8:2|3.2.1.8:2","GH10(73-408)+CBM9(604-779)","GH10_e137+CBM9_e2","CBM9+GH10","N",3,"GH10"
"712","Bal_ATCC_27673","IBJLLB_00110","-","-","GH36_e44","GH36","N",2,"GH36"
"713","Bal_ATCC_27673","IBJLLB_00210","-","-","GH23_e314","GH0","N",2,"GH0"
"714","Bal_ATCC_27673","IBJLLB_07465","-","-","GH23_e487","GH23","N",2,"GH23"
"715","Bal_ATCC_27673","IBJLLB_08025","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"716","Bal_ATCC_27674","BHEDKA_00850","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"717","Bal_ATCC_27674","BHEDKA_01005","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"718","Bal_ATCC_27674","BHEDKA_01100","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"719","Bal_ATCC_27674","BHEDKA_01225","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"720","Bal_ATCC_27674","BHEDKA_01360","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"721","Bal_ATCC_27674","BHEDKA_01365","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"722","Bal_ATCC_27674","BHEDKA_02720","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"723","Bal_ATCC_27674","BHEDKA_02885","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"724","Bal_ATCC_27674","BHEDKA_02915","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"725","Bal_ATCC_27674","BHEDKA_03170","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"726","Bal_ATCC_27674","BHEDKA_03175","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"727","Bal_ATCC_27674","BHEDKA_03195","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"728","Bal_ATCC_27674","BHEDKA_03250","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"729","Bal_ATCC_27674","BHEDKA_03315","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"730","Bal_ATCC_27674","BHEDKA_03410","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"731","Bal_ATCC_27674","BHEDKA_03415","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"732","Bal_ATCC_27674","BHEDKA_03970","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"733","Bal_ATCC_27674","BHEDKA_03985","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"734","Bal_ATCC_27674","BHEDKA_04495","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"735","Bal_ATCC_27674","BHEDKA_04525","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"736","Bal_ATCC_27674","BHEDKA_04665","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"737","Bal_ATCC_27674","BHEDKA_04690","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"738","Bal_ATCC_27674","BHEDKA_04705","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"739","Bal_ATCC_27674","BHEDKA_05070","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"740","Bal_ATCC_27674","BHEDKA_05285","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"741","Bal_ATCC_27674","BHEDKA_06180","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"742","Bal_ATCC_27674","BHEDKA_06245","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"743","Bal_ATCC_27674","BHEDKA_06695","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"744","Bal_ATCC_27674","BHEDKA_07050","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"745","Bal_ATCC_27674","BHEDKA_07090","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"746","Bal_ATCC_27674","BHEDKA_07110","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"747","Bal_ATCC_27674","BHEDKA_07895","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"748","Bal_ATCC_27674","BHEDKA_07900","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"749","Bal_ATCC_27674","BHEDKA_07905","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"750","Bal_ATCC_27674","BHEDKA_07960","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"751","Bal_ATCC_27674","BHEDKA_02735","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"752","Bal_ATCC_27674","BHEDKA_06980","-","-","GH23_e314","GH0","N",2,"GH0"
"753","Bal_ATCC_27674","BHEDKA_07075","-","-","GH36_e44","GH36","N",2,"GH36"
"754","Bal_ATCC_27674","BHEDKA_07655","-","-","GH23_e487","GH23","N",2,"GH23"
"755","Bal_B420","NNEOBI_00215","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"756","Bal_B420","NNEOBI_00240","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"757","Bal_B420","NNEOBI_00245","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"758","Bal_B420","NNEOBI_00300","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"759","Bal_B420","NNEOBI_00665","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"760","Bal_B420","NNEOBI_00730","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"761","Bal_B420","NNEOBI_01330","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"762","Bal_B420","NNEOBI_01855","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"763","Bal_B420","NNEOBI_01870","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"764","Bal_B420","NNEOBI_02385","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"765","Bal_B420","NNEOBI_02425","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"766","Bal_B420","NNEOBI_02565","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"767","Bal_B420","NNEOBI_02590","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"768","Bal_B420","NNEOBI_02605","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"769","Bal_B420","NNEOBI_04610","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"770","Bal_B420","NNEOBI_04615","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"771","Bal_B420","NNEOBI_04750","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"772","Bal_B420","NNEOBI_04875","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"773","Bal_B420","NNEOBI_04970","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"774","Bal_B420","NNEOBI_05125","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"775","Bal_B420","NNEOBI_06235","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"776","Bal_B420","NNEOBI_07125","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"777","Bal_B420","NNEOBI_07290","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"778","Bal_B420","NNEOBI_07320","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"779","Bal_B420","NNEOBI_07595","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"780","Bal_B420","NNEOBI_07600","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"781","Bal_B420","NNEOBI_07695","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"782","Bal_B420","NNEOBI_07760","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"783","Bal_B420","NNEOBI_07815","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"784","Bal_B420","NNEOBI_07835","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"785","Bal_B420","NNEOBI_07840","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"786","Bal_B420","NNEOBI_07875","3.2.1.20:2","GH13_30(3-241)","GH13_e234","GH13_30","N",3,"GH13"
"787","Bal_B420","NNEOBI_07955","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"788","Bal_B420","NNEOBI_07975","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"789","Bal_B420","NNEOBI_08015","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
